指标名称,涤纶长丝：DTY150D/48F：市场价：江浙地区（日）,涤纶长丝：POY150D/48F：市场价：江浙地区（日）,涤纶长丝：FDY150D/96F：市场价：江浙地区（日）,聚酯纤维长丝：产量：中国（周）,聚酯纤维长丝：产量：中国（月）,聚酯纤维长丝：中国企业：产能利用率（周）,涤纶长丝：损失量：中国（周）,聚酯纤维长丝：损失量：中国（月）,聚酯纤维长丝：DTY：厂内库存可用天数：中国（周）,聚酯纤维长丝：FDY：厂内库存可用天数：中国（周）,聚酯纤维长丝：POY：厂内库存可用天数：中国（周）,聚酯纤维长丝：表观消费量：中国（月）,聚酯纤维长丝：产销率：中国（日）,聚酯纤维长丝：DTY：生产毛利：中国（日）,聚酯纤维长丝：FDY：生产毛利：中国（日）,聚酯纤维长丝：POY：生产毛利：中国（日）,聚酯弹力丝：进口数量合计：中国（月）,聚酯弹力丝：出口数量合计：中国（月）
2013/02/19,13150,11550,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,160.3,-64.7,#N/A,#N/A
2013/02/20,13150,11550,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,245.2,20.2,#N/A,#N/A
2013/02/21,13150,11450,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,150,373.1,148.1,#N/A,#N/A
2013/02/22,13150,11450,12150,#N/A,#N/A,#N/A,#N/A,#N/A,35.5,23.5,22,#N/A,80,150,368,143,#N/A,#N/A
2013/02/25,13150,11450,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,334,84,#N/A,#N/A
2013/02/26,13150,11450,12150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,509,259,#N/A,#N/A
2013/02/27,13100,11350,12100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,545,345,#N/A,#N/A
2013/02/28,13050,11250,11900,#N/A,1258592,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1195292,70,200,495,295,#N/A,#N/A
2013/03/01,13000,11250,11900,#N/A,#N/A,#N/A,#N/A,#N/A,34,25.5,24,#N/A,40,150,710.2,460.2,#N/A,#N/A
2013/03/04,12900,11250,11800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,225,755,505,#N/A,#N/A
2013/03/05,12800,11200,11700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,542.5,417.5,#N/A,#N/A
2013/03/06,12750,11200,11600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,200,486.5,361.5,#N/A,#N/A
2013/03/07,12750,11200,11600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,200,538,413,#N/A,#N/A
2013/03/08,12700,11100,11600,#N/A,#N/A,#N/A,#N/A,#N/A,36,27,26,#N/A,70,200,576.5,451.5,#N/A,#N/A
2013/03/11,12700,11100,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,200,534.6,409.6,#N/A,#N/A
2013/03/12,12700,11100,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,200,672,522,#N/A,#N/A
2013/03/13,12700,11100,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,250,619.5,469.5,#N/A,#N/A
2013/03/14,12650,11000,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,499.7,349.7,#N/A,#N/A
2013/03/15,12650,10850,11500,#N/A,#N/A,#N/A,#N/A,#N/A,34.5,26,26.5,#N/A,300,300,376.02,276.02,#N/A,#N/A
2013/03/18,12500,10900,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,300,379,279,#N/A,#N/A
2013/03/19,12500,10900,11500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,416.9,266.9,#N/A,#N/A
2013/03/20,12500,10850,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,428.2,228.2,#N/A,#N/A
2013/03/21,12500,10850,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,350,409,209,#N/A,#N/A
2013/03/22,12500,10750,11300,#N/A,#N/A,#N/A,#N/A,#N/A,34.5,26.6,28,#N/A,70,350,469,269,#N/A,#N/A
2013/03/25,12400,10650,11300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,350,382.8,282.8,#N/A,#N/A
2013/03/26,12400,10650,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,350,496,396,#N/A,#N/A
2013/03/27,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,450,533,333,#N/A,#N/A
2013/03/28,12350,10400,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,500,414.3,164.3,#N/A,#N/A
2013/03/29,12250,10350,11000,#N/A,#N/A,#N/A,#N/A,#N/A,34.2,28,29,#N/A,90,500,414.3,164.3,#N/A,#N/A
2013/03/31,#N/A,#N/A,#N/A,#N/A,1457654,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1362554,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/04/01,12200,10300,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,500,436.6,186.6,#N/A,#N/A
2013/04/02,12100,10200,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,500,326.6,126.6,#N/A,#N/A
2013/04/03,12100,10200,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,300,500,163.2,-36.8,#N/A,#N/A
2013/04/05,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,33.5,22.5,24,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/04/07,12100,10200,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,500,300,100,#N/A,#N/A
2013/04/08,12100,10200,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,500,167.5,-32.5,#N/A,#N/A
2013/04/09,12100,10200,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,500,146,-54,#N/A,#N/A
2013/04/10,12200,10400,11000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,450,143.7,-106.3,#N/A,#N/A
2013/04/11,12300,10500,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,475,327.7,27.7,#N/A,#N/A
2013/04/12,12450,10600,11200,#N/A,#N/A,#N/A,#N/A,#N/A,30,15,18,#N/A,100,400,456,156,#N/A,#N/A
2013/04/15,12450,10600,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,400,612.2,312.2,#N/A,#N/A
2013/04/16,12400,10550,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50,400,665.4,365.4,#N/A,#N/A
2013/04/17,12400,10550,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,450,643.8,318.8,#N/A,#N/A
2013/04/18,12400,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,500,757,382,#N/A,#N/A
2013/04/19,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,32.5,17.5,21,#N/A,80,450,664,339,#N/A,#N/A
2013/04/22,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,200,450,575.6,275.6,#N/A,#N/A
2013/04/23,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,450,692.4,342.4,#N/A,#N/A
2013/04/24,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,450,653.9,303.9,#N/A,#N/A
2013/04/25,12350,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,450,564.5,214.5,#N/A,#N/A
2013/04/26,12350,10550,11150,#N/A,#N/A,#N/A,#N/A,#N/A,31,17,18,#N/A,125,400,667.7,317.7,#N/A,#N/A
2013/04/27,12400,10550,11150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,400,692.6,342.6,#N/A,#N/A
2013/04/28,12400,10550,11150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,400,692.6,342.6,#N/A,#N/A
2013/04/30,#N/A,#N/A,#N/A,#N/A,1447020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1346320,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/05/02,12400,10550,11150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,400,742.4,392.4,#N/A,#N/A
2013/05/03,12400,10550,11050,#N/A,#N/A,#N/A,#N/A,#N/A,29,14.5,16.5,#N/A,150,400,623.1,273.1,#N/A,#N/A
2013/05/06,12400,10600,11150,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,350,629.4,279.4,#N/A,#N/A
2013/05/07,12400,10650,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,693.9,393.9,#N/A,#N/A
2013/05/08,12400,10650,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,623.7,323.7,#N/A,#N/A
2013/05/09,12400,10650,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,120,300,607.3,307.3,#N/A,#N/A
2013/05/10,12400,10700,11200,#N/A,#N/A,#N/A,#N/A,#N/A,28,13.5,15.5,#N/A,100,300,562.6,262.6,#N/A,#N/A
2013/05/13,12400,10700,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,325,602.2,302.2,#N/A,#N/A
2013/05/14,12400,10700,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,325,660.5,360.5,#N/A,#N/A
2013/05/15,12400,10700,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,325,729,429,#N/A,#N/A
2013/05/16,12400,10700,11200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,375,665.4,365.4,#N/A,#N/A
2013/05/17,12350,10650,11100,#N/A,#N/A,#N/A,#N/A,#N/A,29,14.5,16.5,#N/A,90,425,632,282,#N/A,#N/A
2013/05/20,12350,10650,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,450,525.8,225.8,#N/A,#N/A
2013/05/21,12350,10650,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,425,469.2,169.2,#N/A,#N/A
2013/05/22,12350,10650,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,425,470.9,170.9,#N/A,#N/A
2013/05/23,12350,10550,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,475,505.8,205.8,#N/A,#N/A
2013/05/24,12300,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,29.5,15,17,#N/A,90,475,480.9,180.9,#N/A,#N/A
2013/05/27,12300,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,475,434.3,134.3,#N/A,#N/A
2013/05/28,12300,10500,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,475,460.9,160.9,#N/A,#N/A
2013/05/29,12250,10450,11100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,450,406.4,131.4,#N/A,#N/A
2013/05/30,12150,10450,10900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,386.8,211.8,#N/A,#N/A
2013/05/31,12150,10450,10800,#N/A,1489054,#N/A,#N/A,#N/A,29.5,15.5,17.5,1386254,80,375,371,196,#N/A,#N/A
2013/06/03,12100,10450,10800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,375,384.5,259.5,#N/A,#N/A
2013/06/04,12100,10450,10800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,375,377,252,#N/A,#N/A
2013/06/05,12100,10450,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,375,282.6,207.6,#N/A,#N/A
2013/06/06,12100,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,375,256.4,231.4,#N/A,#N/A
2013/06/07,12050,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,29.5,14.5,16,#N/A,80,375,225.8,200.8,#N/A,#N/A
2013/06/08,12050,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,375,219,194,#N/A,#N/A
2013/06/09,12050,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,219,194,#N/A,#N/A
2013/06/13,12050,10450,10600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,279.9,254.9,#N/A,#N/A
2013/06/14,12050,10450,10600,#N/A,#N/A,#N/A,#N/A,#N/A,29.5,15,16.5,#N/A,90,375,258.4,233.4,#N/A,#N/A
2013/06/17,12050,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,375,225,200,#N/A,#N/A
2013/06/18,12050,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,115,375,168.9,143.9,#N/A,#N/A
2013/06/19,12050,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,375,200.6,175.6,#N/A,#N/A
2013/06/20,12050,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,350,248.4,248.4,#N/A,#N/A
2013/06/21,12050,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,29,13.5,14.5,#N/A,85,350,240.2,240.2,#N/A,#N/A
2013/06/24,12050,10450,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,350,320.6,320.6,#N/A,#N/A
2013/06/25,12050,10425,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,350,271.9,271.9,#N/A,#N/A
2013/06/26,12050,10400,10600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,400,273.4,273.4,#N/A,#N/A
2013/06/27,12050,10400,10600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,400,272.3,272.3,#N/A,#N/A
2013/06/28,12050,10400,10600,#N/A,#N/A,#N/A,#N/A,#N/A,29,14,15,#N/A,100,450,252.3,252.3,#N/A,#N/A
2013/06/30,#N/A,#N/A,#N/A,#N/A,1441020,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1350920,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/07/01,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,450,120.6,170.6,#N/A,#N/A
2013/07/02,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,450,75.3,125.3,#N/A,#N/A
2013/07/03,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,450,77,127,#N/A,#N/A
2013/07/04,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,400,90,140,#N/A,#N/A
2013/07/05,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,29,14.5,15,#N/A,85,400,83.2,133.2,#N/A,#N/A
2013/07/08,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,400,50.9,100.9,#N/A,#N/A
2013/07/09,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,400,9,59,#N/A,#N/A
2013/07/10,12050,10350,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,9,59,#N/A,#N/A
2013/07/11,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,160,400,-137.9,-12.9,#N/A,#N/A
2013/07/12,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,29,14.5,15,#N/A,120,400,-106.2,18.8,#N/A,#N/A
2013/07/15,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,-162.8,-37.8,#N/A,#N/A
2013/07/16,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,400,-134.5,-9.5,#N/A,#N/A
2013/07/17,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,400,-164.5,-39.5,#N/A,#N/A
2013/07/18,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,400,-175.3,-50.3,#N/A,#N/A
2013/07/19,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,29,15,15.5,#N/A,110,400,-225.6,-100.6,#N/A,#N/A
2013/07/22,11950,10300,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,185,400,-257.9,-132.9,#N/A,#N/A
2013/07/23,11900,10250,10450,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,130,425,-265.4,-140.4,#N/A,#N/A
2013/07/24,11950,10400,10500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,-228.9,-128.9,#N/A,#N/A
2013/07/25,11950,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,-239.6,-164.6,#N/A,#N/A
2013/07/26,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,28,14,13.5,#N/A,75,400,-208.9,-133.9,#N/A,#N/A
2013/07/29,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,-173,-98,#N/A,#N/A
2013/07/30,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,400,-219.2,-144.2,#N/A,#N/A
2013/07/31,12000,10450,10550,#N/A,1497124,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1403324,75,400,-238.1,-163.1,#N/A,#N/A
2013/08/01,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,400,-287.4,-212.4,#N/A,#N/A
2013/08/02,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,28,14,13.5,#N/A,150,400,-345.5,-270.5,#N/A,#N/A
2013/08/05,12000,10450,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,425,-314.5,-264.5,#N/A,#N/A
2013/08/06,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,375,-323.1,-223.1,#N/A,#N/A
2013/08/07,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,-265,-140,#N/A,#N/A
2013/08/08,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,350,-309.2,-184.2,#N/A,#N/A
2013/08/09,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,25.5,15,15,#N/A,110,350,-312.7,-187.7,#N/A,#N/A
2013/08/12,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,350,-344.6,-219.6,#N/A,#N/A
2013/08/13,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,110,350,-363.5,-238.5,#N/A,#N/A
2013/08/14,12000,10500,10650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,400,-258.5,-158.5,#N/A,#N/A
2013/08/15,12000,10500,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65,400,-194.7,-144.7,#N/A,#N/A
2013/08/16,12000,10500,10750,#N/A,#N/A,#N/A,#N/A,#N/A,25,14.5,14,#N/A,85,400,-187.9,-137.9,#N/A,#N/A
2013/08/19,12000,10500,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,125,300,-154.7,-4.7,#N/A,#N/A
2013/08/20,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,-5.9,94.1,#N/A,#N/A
2013/08/21,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,300,33.5,133.5,#N/A,#N/A
2013/08/22,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,-4,96,#N/A,#N/A
2013/08/23,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,24,15,14.5,#N/A,100,300,19.8,119.8,#N/A,#N/A
2013/08/26,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,300,-31.4,68.6,#N/A,#N/A
2013/08/27,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,300,-43.4,56.6,#N/A,#N/A
2013/08/28,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,150,300,-91.6,8.4,#N/A,#N/A
2013/08/29,12000,10700,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,300,-17.4,132.6,#N/A,#N/A
2013/08/30,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,24,14.5,14,#N/A,90,300,-3.7,146.3,#N/A,#N/A
2013/08/31,#N/A,#N/A,#N/A,#N/A,1463464,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1356964,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/02,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,-17.2,132.8,#N/A,#N/A
2013/09/03,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85,300,23.6,173.6,#N/A,#N/A
2013/09/04,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,300,52.6,202.6,#N/A,#N/A
2013/09/05,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,300,56.1,206.1,#N/A,#N/A
2013/09/06,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,24.5,15,14.5,#N/A,80,300,67.2,217.2,#N/A,#N/A
2013/09/09,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,300,4,154,#N/A,#N/A
2013/09/10,12100,10750,10750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,300,31.3,181.3,#N/A,#N/A
2013/09/11,12200,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,75,300,57.8,207.8,#N/A,#N/A
2013/09/12,12200,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70,350,16.3,166.3,#N/A,#N/A
2013/09/13,12200,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,25,15,15,#N/A,120,350,-8,192,#N/A,#N/A
2013/09/16,12200,10700,10700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,450,35.3,160.3,#N/A,#N/A
2013/09/17,12200,10550,10600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,450,56,181,#N/A,#N/A
2013/09/18,12150,10500,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,550,15.6,65.6,#N/A,#N/A
2013/09/20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,26,16.5,16,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/22,12150,10500,10550,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80,600,-61.6,-11.6,#N/A,#N/A
2013/09/23,12150,10450,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,550,-72,-22,#N/A,#N/A
2013/09/24,12100,10400,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,650,-133.4,-108.4,#N/A,#N/A
2013/09/25,12100,10400,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,90,700,-131.8,-181.8,#N/A,#N/A
2013/09/26,12100,10400,10400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100,700,-161.1,-286.1,#N/A,#N/A
2013/09/27,12000,9975,10250,#N/A,#N/A,#N/A,#N/A,#N/A,26,16.5,15.5,#N/A,100,850,-160.2,-435.2,#N/A,#N/A
2013/09/28,12000,9975,10250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013/09/29,12000,9975,10250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,140,850,-220.4,-445.4,#N/A,#N/A
2013/09/30,12000,9975,10250,#N/A,1485780,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1389480,100,850,-192.1,-417.1,#N/A,#N/A
2013/10/04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,27.3,19.5,15.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
