指标名称,涤纶短纤：1.56*38mm半光本白：市场价：中国（日）,涤纶短纤：1.56*38mm水刺型：市场价：江苏（日）,涤纶短纤：4D*51mm低熔点：市场价：华东地区（日）,涤纶短纤：原生中空7D加硅：市场价：华东地区（日）,涤纶短纤：1.56*38mm半光本白：基差：中国（日）,聚酯纤维短纤：产量：中国（周）,聚酯纤维短纤：产量：中国（月）,聚酯纤维短纤：产能利用率：中国（周）,聚酯纤维短纤：产能利用率：中国（月）,聚酯纤维短纤：损失量：中国（月）,聚酯纤维短纤：厂内权益库存可用天数：中国（周）,聚酯纤维短纤：生产企业：物理库存天数：中国（周）,聚酯纤维短纤：表观消费量：中国（月）,聚酯纤维短纤：产销率：中国（日）,聚酯纤维短纤：生产毛利：中国（日）,未梳的聚酯短纤（包括未经其他纺前加工的）：进口数量合计：全球→中国（月）,未梳的聚酯短纤（包括未经其他纺前加工的）：出口数量合计：中国→全球（月）
2013/11/08,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-71.98,#N/A,#N/A
2013/11/11,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-117.6,#N/A,#N/A
2013/11/12,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-117.6,#N/A,#N/A
2013/11/13,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-95.98,#N/A,#N/A
2013/11/14,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-89.28,#N/A,#N/A
2013/11/15,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-90.95,#N/A,#N/A
2013/11/18,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-120.85,#N/A,#N/A
2013/11/19,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-64.2,#N/A,#N/A
2013/11/20,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-62.53,#N/A,#N/A
2013/11/21,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-56.8,#N/A,#N/A
2013/11/22,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-43.83,#N/A,#N/A
2013/11/25,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-47.17,#N/A,#N/A
2013/11/26,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-61.3,#N/A,#N/A
2013/11/27,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-96.35,#N/A,#N/A
2013/11/28,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-94.67,#N/A,#N/A
2013/11/29,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-106.4,#N/A,#N/A
2013/11/30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66577000
2013/12/02,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-148.23,#N/A,#N/A
2013/12/03,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-132.83,#N/A,#N/A
2013/12/04,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-157.9,#N/A,#N/A
2013/12/05,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-124.53,#N/A,#N/A
2013/12/06,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-114.48,#N/A,#N/A
2013/12/09,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-186.78,#N/A,#N/A
2013/12/10,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-180.08,#N/A,#N/A
2013/12/11,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-196.7,#N/A,#N/A
2013/12/12,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-260.08,#N/A,#N/A
2013/12/13,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.88,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-222.25,#N/A,#N/A
2013/12/16,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-196.3,#N/A,#N/A
2013/12/17,9950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-190.03,#N/A,#N/A
2013/12/18,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-168.83,#N/A,#N/A
2013/12/19,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-167.15,#N/A,#N/A
2013/12/20,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-178.03,#N/A,#N/A
2013/12/23,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-179.42,#N/A,#N/A
2013/12/24,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-174.4,#N/A,#N/A
2013/12/25,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-190.15,#N/A,#N/A
2013/12/26,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-160.13,#N/A,#N/A
2013/12/27,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-162.63,#N/A,#N/A
2013/12/30,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-171.83,#N/A,#N/A
2013/12/31,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67.42,#N/A,#N/A,#N/A,#N/A,#N/A,-115.17,#N/A,73962000
2014/01/02,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-85.6,#N/A,#N/A
2014/01/03,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-61.33,#N/A,#N/A
2014/01/06,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-16.4,#N/A,#N/A
2014/01/07,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,96.35,#N/A,#N/A
2014/01/08,9850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,180.58,#N/A,#N/A
2014/01/09,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,201.05,#N/A,#N/A
2014/01/10,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66.7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,369.17,#N/A,#N/A
2014/01/13,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,320.88,#N/A,#N/A
2014/01/14,9800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,345.83,#N/A,#N/A
2014/01/15,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,344.42,#N/A,#N/A
2014/01/16,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,330.48,#N/A,#N/A
2014/01/17,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,300.73,#N/A,#N/A
2014/01/20,9750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,281.3,#N/A,#N/A
2014/01/21,9695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,324.67,#N/A,#N/A
2014/01/22,9695,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,316.98,#N/A,#N/A
2014/01/23,9690,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.33,#N/A,#N/A
2014/01/24,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.34,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.33,#N/A,#N/A
2014/01/26,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.325,#N/A,#N/A
2014/01/27,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,308.33,#N/A,#N/A
2014/01/28,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.85,#N/A,#N/A
2014/01/29,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.85,#N/A,#N/A
2014/01/30,9675,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.85,#N/A,#N/A
2014/01/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.34,61.01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66162000
2014/02/07,9650,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,360.25,#N/A,#N/A
2014/02/08,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,360.25,#N/A,#N/A
2014/02/10,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,353.55,#N/A,#N/A
2014/02/11,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,348.8,#N/A,#N/A
2014/02/12,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,396.5,#N/A,#N/A
2014/02/13,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,418.53,#N/A,#N/A
2014/02/14,9700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,419.72,#N/A,#N/A
2014/02/17,9625,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,436.17,#N/A,#N/A
2014/02/18,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,445.35,#N/A,#N/A
2014/02/19,9500,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,468.35,#N/A,#N/A
2014/02/20,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,444.55,#N/A,#N/A
2014/02/21,9400,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,52,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,445.5,#N/A,#N/A
2014/02/24,9360,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,473.58,#N/A,#N/A
2014/02/25,9300,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,453.85,#N/A,#N/A
2014/02/26,9250,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,449.38,#N/A,#N/A
2014/02/27,9200,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,482.58,#N/A,#N/A
2014/02/28,9100,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60,54.75,#N/A,#N/A,#N/A,#N/A,#N/A,477.55,#N/A,48084000
2014/03/03,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,451.17,#N/A,#N/A
2014/03/04,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,346.58,#N/A,#N/A
2014/03/05,9050,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,188.03,#N/A,#N/A
2014/03/06,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,144.2,#N/A,#N/A
2014/03/07,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,61.5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,176.85,#N/A,#N/A
2014/03/10,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,197.03,#N/A,#N/A
2014/03/11,9000,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,151.65,#N/A,#N/A
2014/03/12,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,152.05,#N/A,#N/A
2014/03/13,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,145.35,#N/A,#N/A
2014/03/14,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,313.85,#N/A,#N/A
2014/03/17,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,278.8,#N/A,#N/A
2014/03/18,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,146.88,#N/A,#N/A
2014/03/19,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64.95,#N/A,#N/A
2014/03/20,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,#N/A,#N/A
2014/03/21,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-39.75,#N/A,#N/A
2014/03/24,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-119.45,#N/A,#N/A
2014/03/25,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-254.53,#N/A,#N/A
2014/03/26,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-258.15,#N/A,#N/A
2014/03/27,8730,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-271.38,#N/A,#N/A
2014/03/28,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-273.95,#N/A,#N/A
2014/03/31,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.25,#N/A,#N/A,#N/A,#N/A,#N/A,-240.5,#N/A,73782000
2014/04/01,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-131.95,#N/A,#N/A
2014/04/02,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-81.02,#N/A,#N/A
2014/04/03,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-34,#N/A,#N/A
2014/04/04,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/04/07,8850,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-34,#N/A,#N/A
2014/04/08,8815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-63.73,#N/A,#N/A
2014/04/09,8815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.85,#N/A,#N/A
2014/04/10,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15.48,#N/A,#N/A
2014/04/11,8775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-34.5,#N/A,#N/A
2014/04/14,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-80.85,#N/A,#N/A
2014/04/15,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-58.2,#N/A,#N/A
2014/04/16,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-80.53,#N/A,#N/A
2014/04/17,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-99.5,#N/A,#N/A
2014/04/18,8750,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,18.15,#N/A,#N/A
2014/04/21,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,111.35,#N/A,#N/A
2014/04/22,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,116.38,#N/A,#N/A
2014/04/23,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.65,#N/A,#N/A
2014/04/24,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,92.35,#N/A,#N/A
2014/04/25,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,85.1,#N/A,#N/A
2014/04/28,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.5,#N/A,#N/A
2014/04/29,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,127.5,#N/A,#N/A
2014/04/30,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,153.17,#N/A,72613000
2014/05/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2014/05/04,8830,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,135.425,#N/A,#N/A
2014/05/05,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,158.42,#N/A,#N/A
2014/05/06,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,148.78,#N/A,#N/A
2014/05/07,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,169.95,#N/A,#N/A
2014/05/08,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,143.28,#N/A,#N/A
2014/05/09,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,63,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,178.3,#N/A,#N/A
2014/05/12,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,137.28,#N/A,#N/A
2014/05/13,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,100.33,#N/A,#N/A
2014/05/14,8700,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.67,#N/A,#N/A
2014/05/15,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,97.98,#N/A,#N/A
2014/05/16,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,64,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.38,#N/A,#N/A
2014/05/19,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,17.88,#N/A,#N/A
2014/05/20,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-5,#N/A,#N/A
2014/05/21,8800,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-119.13,#N/A,#N/A
2014/05/22,8865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-95.8,#N/A,#N/A
2014/05/23,8865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-104.42,#N/A,#N/A
2014/05/26,8900,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-193.98,#N/A,#N/A
2014/05/27,8940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-186.28,#N/A,#N/A
2014/05/28,8940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-217.25,#N/A,#N/A
2014/05/29,8940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-339.78,#N/A,#N/A
2014/05/30,8940,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-358.2,#N/A,#N/A
2014/05/31,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.25,#N/A,#N/A,#N/A,#N/A,#N/A,-358.2,#N/A,84076000
2014/06/01,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-358.2,#N/A,#N/A
2014/06/02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-358.2,#N/A,#N/A
2014/06/03,8950,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-396.55,#N/A,#N/A
2014/06/04,9035,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-326.1,#N/A,#N/A
2014/06/05,9140,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-305.8,#N/A,#N/A
2014/06/06,9350,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-245.58,#N/A,#N/A
