指标名称,LLDPE：薄膜料：7042：自提价：临沂：吉林石化（日）,隆众：LLDPE：产量：中国（月）,LLDPE：产量：中国（日）,LLDPE：检修损失量：中国（月）,LLDPE：检修损失量：中国（周）,LLDPE：生产企业：权益库存：中国（周）,LLDPE：社会库存：中国（周）,LLDPE：表观消费量：中国（月）,初级形状的线型低密度聚乙烯，比重＜0.94：进口数量合计：全球→中国（月）,初级形状的线型低密度聚乙烯，比重＜0.94：出口数量合计：中国→全球（月）,LLDPE：甲醇制：生产成本：中国（周）,LLDPE：甲醇制：生产毛利：中国（周）,LLDPE：煤制：生产成本：中国（周）,LLDPE：煤制：生产毛利：中国（周）,LLDPE：乙烯制：生产成本：中国（周）,LLDPE：油制：生产成本：中国（周）,LLDPE：油制：生产毛利：中国（周）,LLDPE：乙烯制：生产毛利：中国（月）
2021/4/12,8420,#N/A,2.426,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/11,#N/A,#N/A,2.295,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/10,#N/A,#N/A,2.43,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/9,8600,#N/A,2.493,#N/A,0.912,14.81,#N/A,#N/A,#N/A,#N/A,7790.7143,895,6954,1731.7143,7620.1429,6460.2857,2239.7143,#N/A
2021/4/8,8650,#N/A,2.484,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/7,8730,#N/A,2.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/6,8700,#N/A,2.514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/5,#N/A,#N/A,2.514,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/4,#N/A,#N/A,2.632,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/3,#N/A,#N/A,2.632,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/4/2,8700,#N/A,2.558,#N/A,0.75,14.31,#N/A,#N/A,#N/A,#N/A,7621.4286,1017.1429,6520.1429,2118.5714,7579.8571,6513.5714,2329.2857,#N/A
2021/4/1,8650,#N/A,2.575,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/31,8700,87.485,2.645,2.295,#N/A,#N/A,#N/A,146.2795,595987563,8042316,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,886.5806
2021/3/30,8700,#N/A,2.647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/29,8750,#N/A,2.647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/28,#N/A,#N/A,2.781,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/27,#N/A,#N/A,2.781,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/26,8650,#N/A,2.964,#N/A,0.21,15.33,#N/A,#N/A,#N/A,#N/A,7522.8571,1225.7143,6296,2453.5714,7714,6423.1429,2476.8571,#N/A
2021/3/25,8700,#N/A,2.972,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/24,8700,#N/A,2.873,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/23,8750,#N/A,2.87,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/22,8850,#N/A,2.995,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/21,#N/A,#N/A,2.997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/20,#N/A,#N/A,2.997,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/19,8900,#N/A,2.996,#N/A,0.21,16.5,#N/A,#N/A,#N/A,#N/A,7750,1210,6155.4286,2805.5714,8272,6732,2396.5714,#N/A
2021/3/18,9050,#N/A,3.104,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/17,9050,#N/A,3.024,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/16,9100,#N/A,3.022,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/15,9150,#N/A,2.858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/14,#N/A,#N/A,2.858,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/13,#N/A,#N/A,2.797,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/12,9100,#N/A,2.787,#N/A,0.885,17.36,#N/A,#N/A,#N/A,#N/A,7653.5714,1305,6003,2956,8463.7143,6782.2857,2310.5714,#N/A
2021/3/11,9000,#N/A,2.707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/10,9150,#N/A,2.707,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/9,9200,#N/A,2.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/8,9200,#N/A,2.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/7,#N/A,#N/A,2.68,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/6,#N/A,#N/A,2.815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/5,9050,#N/A,2.815,#N/A,1.08,18.85,#N/A,#N/A,#N/A,#N/A,7345,1539.2857,5988.4286,2895.8571,7749.8571,6494.5714,2555.4286,#N/A
2021/3/4,9150,#N/A,2.725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/3,9050,#N/A,2.725,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/2,9000,#N/A,2.731,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/3/1,9000,#N/A,2.645,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/28,#N/A,76.776,2.448,1.908,#N/A,#N/A,#N/A,115.1601,385857252,2016005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1851.2143
2021/2/27,#N/A,#N/A,2.358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/26,9000,#N/A,2.358,#N/A,1.08,19.72,#N/A,#N/A,#N/A,#N/A,7094.2857,1770,6217.2857,2647,6598,6462.7143,2408.7143,#N/A
2021/2/25,9000,#N/A,2.358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/24,9000,#N/A,2.389,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/23,9000,#N/A,2.472,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/22,9000,#N/A,2.562,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/21,#N/A,#N/A,2.581,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/20,8900,#N/A,2.643,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/19,8600,#N/A,2.819,#N/A,0,19.88,#N/A,#N/A,#N/A,#N/A,6672.1429,1443.5714,6471,1644.7143,6157.2857,6352.7143,1790.1429,#N/A
2021/2/18,8500,#N/A,2.812,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/17,#N/A,#N/A,2.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/16,#N/A,#N/A,2.8,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/15,#N/A,#N/A,2.803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/14,#N/A,#N/A,2.801,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/13,#N/A,#N/A,2.841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/12,#N/A,#N/A,2.841,#N/A,0,10.36,#N/A,#N/A,#N/A,#N/A,6796.4286,1263.5714,6588,1472,6148.1429,6146.4286,1896.4286,#N/A
2021/2/11,#N/A,#N/A,2.841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/10,8200,#N/A,2.841,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/9,8200,#N/A,2.973,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/8,8200,#N/A,2.951,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/7,8200,#N/A,2.946,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/6,#N/A,#N/A,2.946,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/5,8200,#N/A,2.946,#N/A,0.108,10.02,#N/A,#N/A,#N/A,#N/A,7053.5714,887.8571,6996,945.4286,6491.2857,5903.5714,2067.8571,#N/A
2021/2/4,8100,#N/A,2.921,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/3,8050,#N/A,2.916,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/2,8100,#N/A,2.898,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/2/1,8100,#N/A,2.911,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/31,#N/A,87.514,2.953,0.72,#N/A,#N/A,#N/A,140.6723,535127565,3544423,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,742.9355
2021/1/30,#N/A,#N/A,2.953,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/29,8200,#N/A,2.943,#N/A,0,7.28,#N/A,#N/A,#N/A,#N/A,7533.5714,336.4286,7207.5714,663,6640,5824.8571,2125.1429,#N/A
2021/1/28,8050,#N/A,2.923,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/27,8000,#N/A,2.919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/26,8000,#N/A,2.919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/25,8000,#N/A,2.919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/24,#N/A,#N/A,2.919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/23,#N/A,#N/A,2.919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/22,7950,#N/A,2.914,#N/A,0,9.34,#N/A,#N/A,#N/A,#N/A,7887.1429,-145.7143,7198,544.1429,7216.7143,5814.1429,2078.7143,#N/A
2021/1/21,7950,#N/A,2.894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/20,7950,#N/A,2.894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/19,7950,#N/A,2.894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/18,7850,#N/A,2.915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/17,#N/A,#N/A,2.915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/16,#N/A,#N/A,2.915,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/15,7750,#N/A,2.903,#N/A,0.606,11.2,#N/A,#N/A,#N/A,#N/A,7940.7143,-280.7143,6942.4286,717.5714,7526.2857,5858,2034.8571,#N/A
2021/1/14,7700,#N/A,2.773,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/13,7700,#N/A,2.723,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/12,7650,#N/A,2.698,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/11,7700,#N/A,2.661,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/10,#N/A,#N/A,2.66,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/9,#N/A,#N/A,2.612,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/8,7800,#N/A,2.607,#N/A,0.114,11.06,#N/A,#N/A,#N/A,#N/A,8054.2857,-318.5714,6774.8571,961.7143,7188.5714,5625.8571,2324.1429,#N/A
2021/1/7,7850,#N/A,2.67,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/6,7900,#N/A,2.775,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/5,7900,#N/A,2.769,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/4,7900,#N/A,2.65,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/3,#N/A,#N/A,2.745,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/2,#N/A,#N/A,2.78,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2021/1/1,#N/A,#N/A,2.78,#N/A,0.627,10.26,#N/A,#N/A,#N/A,#N/A,8080,-308.5714,6686.8571,1084.7143,7157.8571,5549.8571,2485.8571,#N/A
2020/12/31,7900,84.602,2.762,3.504,#N/A,#N/A,#N/A,134.992,507609161,3708734,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1026.6452
2020/12/30,7800,#N/A,2.762,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/29,7850,#N/A,2.708,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/28,7900,#N/A,2.648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/27,#N/A,#N/A,2.628,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/26,#N/A,#N/A,2.59,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/25,8000,#N/A,2.602,#N/A,1.011,12.59,#N/A,#N/A,#N/A,#N/A,7882.8571,105.7143,6540.4286,1449,7139.7143,5569.1429,2530.8571,#N/A
2020/12/24,8000,#N/A,2.631,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/23,8000,#N/A,2.679,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/22,8050,#N/A,2.655,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/21,8080,#N/A,2.621,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/20,#N/A,#N/A,2.621,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/19,#N/A,#N/A,2.621,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/18,8100,#N/A,2.751,#N/A,0.831,14.42,#N/A,#N/A,#N/A,#N/A,7345,689.2857,6408,1627.1429,7024.5714,5501.2857,2684.4286,#N/A
2020/12/17,8050,#N/A,2.719,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/16,8000,#N/A,2.743,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/15,8100,#N/A,2.751,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/14,8200,#N/A,2.802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/13,#N/A,#N/A,2.802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/12,#N/A,#N/A,2.802,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/11,8150,#N/A,2.802,#N/A,0.63,12.82,#N/A,#N/A,#N/A,#N/A,7038.5714,1010,6219.2857,1830.2857,7008.4286,5404.2857,2738.5714,#N/A
2020/12/10,8200,#N/A,2.804,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/9,8150,#N/A,2.772,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/8,8200,#N/A,2.772,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/7,8200,#N/A,2.809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/6,#N/A,#N/A,2.809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/5,#N/A,#N/A,2.809,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/4,8030,#N/A,2.819,#N/A,1.17,13.19,#N/A,#N/A,#N/A,#N/A,7128.5714,990,6100.5714,2018.1429,7108.1429,5342.7143,2943,#N/A
2020/12/3,7950,#N/A,2.819,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/2,8150,#N/A,2.816,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/12/1,8150,#N/A,2.673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/30,8200,75.419,2.647,7.935,#N/A,#N/A,#N/A,129.2779,543906890,5317852,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1491.8333
2020/11/29,#N/A,#N/A,2.647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/28,#N/A,#N/A,2.647,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/27,8150,#N/A,2.777,#N/A,0.9,10.75,#N/A,#N/A,#N/A,#N/A,7265.7143,858.5714,6058.2857,2066,6971.7143,5228.4286,2885.8571,#N/A
2020/11/26,8250,#N/A,2.742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/25,8250,#N/A,2.742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/24,8250,#N/A,2.732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/23,8070,#N/A,2.72,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/22,#N/A,#N/A,2.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2020/11/21,#N/A,#N/A,2.633,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
